Last_Name/Surname	Total1	American_Indian_and_Alaskan_Native2	Percentage3	Rank4	U.S._Rank5
REDMAN	13,028	122	0.94%	2,363	2,770
DONALD	12,367	122	0.99%	2,364	2,899
PATTEN	11,730	122	1.04%	2,365	3,059
DRIGGERS	7,641	122	1.60%	2,366	4,648
ROYBAL	6,725	122	1.81%	2,367	5,197
WERK	446	122	27.35%	2,368	47,521
SMILING	338	122	36.09%	2,369	59,742
BROCKIE	348	121	34.77%	2,370	58,337
LOSSIAH	150	121	80.67%	2,371	116,201
AUGARE	148	121	81.76%	2,372	117,480
FINEDAY	132	121	91.67%	2,373	129,047
SEGAY	131	121	92.37%	2,374	129,825
NEZTSOSIE	130	121	93.08%	2,375	130,610
TWOEAGLE	127	121	95.28%	2,376	133,048
MANYMULES	121	121	100.00%	2,377	138,304
LADEAUX	198	121	61.11%	2,378	92,719
BRAVO	41,700	121	0.29%	2,379	828
PERALTA	36,585	121	0.33%	2,380	949
CORBETT	26,246	121	0.46%	2,381	1,346
DICKEY	23,320	121	0.52%	2,382	1,542
KRAFT	22,035	121	0.55%	2,383	1,635
MCGRAW	21,614	121	0.56%	2,384	1,668
STORY	19,218	121	0.63%	2,385	1,867
LANDERS	19,144	121	0.63%	2,386	1,876
PICKENS	16,577	121	0.73%	2,387	2,195
ROWELL	15,952	121	0.76%	2,388	2,285
DOW	15,472	121	0.78%	2,389	2,356
UPTON	13,769	121	0.88%	2,390	2,616
TUBBS	12,828	121	0.94%	2,391	2,810
ROCKWELL	12,360	121	0.98%	2,392	2,902
OROSCO	8,313	121	1.46%	2,393	4,273
JEFF	988	121	12.25%	2,394	25,115
EDDINGS	4,109	120	2.92%	2,395	8,065
ADAY	1,439	120	8.34%	2,396	18,961
STABLER	2,908	120	4.13%	2,397	10,950
GAYTON	2,557	120	4.69%	2,398	12,186
COZAD	2,451	120	4.90%	2,399	12,627
BONNER	33,446	120	0.36%	2,400	1,042
CRAFT	31,452	120	0.38%	2,401	1,116
HICKEY	29,350	120	0.41%	2,402	1,206
SHARMA	28,559	120	0.42%	2,403	1,236
STINSON	26,681	120	0.45%	2,404	1,317
SADLER	21,504	120	0.56%	2,405	1,678
MCCOLLUM	19,990	120	0.60%	2,406	1,798
CONNORS	19,637	120	0.61%	2,407	1,823
ARNETT	16,499	120	0.73%	2,408	2,206
BUSBY	15,754	120	0.76%	2,409	2,320
TABOR	15,445	120	0.78%	2,410	2,360
STARKEY	15,004	120	0.80%	2,411	2,415
ROWAN	13,993	120	0.86%	2,412	2,581
GARVIN	13,536	120	0.89%	2,413	2,664
ASHER	13,371	120	0.90%	2,414	2,695
BARKLEY	13,051	120	0.92%	2,415	2,764
DEES	10,887	120	1.10%	2,416	3,299
YELLOWHAWK	129	120	93.02%	2,417	131,379
GIRTY	393	120	30.53%	2,418	52,736
CATA	442	120	27.15%	2,419	47,878
ENNO	249	120	48.19%	2,420	77,012
PENEAUX	130	119	91.54%	2,421	130,610
WASSILIE	128	119	92.97%	2,422	132,206
ELDER	29,796	119	0.40%	2,423	1,186
BOYCE	26,376	119	0.45%	2,424	1,337
HANNAH	20,138	119	0.59%	2,425	1,779
BURGER	19,480	119	0.61%	2,426	1,840
STOVALL	16,827	119	0.71%	2,427	2,155
SHELLEY	14,300	119	0.83%	2,428	2,533
ELAM	14,138	119	0.84%	2,429	2,556
SATTERFIELD	14,023	119	0.85%	2,430	2,577
LOYD	13,547	119	0.88%	2,431	2,662
DARDEN	13,414	119	0.89%	2,432	2,683
WHITWORTH	9,748	119	1.22%	2,433	3,647
STACEY	9,520	119	1.25%	2,434	3,720
FREELAND	8,653	119	1.38%	2,435	4,101
MARCEAU	1,695	119	7.02%	2,436	16,839
PLEASANT	7,378	119	1.61%	2,437	4,791
CELESTINE	4,680	119	2.54%	2,438	7,145
EVON	788	119	15.10%	2,439	29,822
LOMAYAKTEWA	119	119	100.00%	2,440	140,157
STAR	2,097	118	5.63%	2,441	14,279
SENECA	851	118	13.87%	2,442	28,131
BRENNAN	49,238	118	0.24%	2,443	701
HURTADO	30,286	118	0.39%	2,444	1,160
CORBIN	26,876	118	0.44%	2,445	1,307
KIRKPATRICK	26,251	118	0.45%	2,446	1,344
BLANTON	24,154	118	0.49%	2,447	1,478
CHAPPELL	23,634	118	0.50%	2,448	1,516
JARRETT	21,821	118	0.54%	2,449	1,648
MCNEAL	20,778	118	0.57%	2,450	1,723
BAGLEY	17,324	118	0.68%	2,451	2,089
CONROY	16,651	118	0.71%	2,452	2,184
RADER	16,320	118	0.72%	2,453	2,233
NORIEGA	14,559	118	0.81%	2,454	2,477
MCHENRY	11,660	118	1.01%	2,455	3,082
PULLIAM	11,613	118	1.02%	2,456	3,099
WAYNE	10,215	118	1.16%	2,457	3,498
PERRYMAN	9,443	118	1.25%	2,458	3,748
SAMUELSON	7,824	118	1.51%	2,459	4,532
DONNELL	6,494	118	1.82%	2,460	5,361
SALA	4,386	118	2.69%	2,461	7,575
LECOMPTE	3,120	118	3.78%	2,462	10,326
SOLET	241	118	48.96%	2,463	79,075
SYLESTINE	146	118	80.82%	2,464	118,853
YELLOWBIRD	145	118	81.38%	2,465	119,508
SHANGREAUX	142	118	83.10%	2,466	121,590
WHITEWOLF	171	118	69.01%	2,467	104,602
IRONHAWK	123	118	95.93%	2,468	136,449
WATAHOMIGIE	123	118	95.93%	2,469	136,449
KEEZER	645	118	18.29%	2,470	34,967
SNOWBALL	580	117	20.17%	2,471	38,214
HOLLOWHORN	120	117	97.50%	2,472	139,228
SAUL	7,047	117	1.66%	2,473	4,981
LABELLE	6,242	117	1.87%	2,474	5,570
NORTHRUP	5,663	117	2.07%	2,475	6,057
MAYLE	4,773	117	2.45%	2,476	7,016
SCHUYLER	3,480	117	3.36%	2,477	9,347
VILLEGAS	48,599	117	0.24%	2,478	716
ODONNELL	43,460	117	0.27%	2,479	795
GALINDO	36,429	117	0.32%	2,480	954
SLAUGHTER	27,155	117	0.43%	2,481	1,295
STUBBS	20,134	117	0.58%	2,482	1,781
KIMBLE	18,040	117	0.65%	2,483	2,003
MUNSON	17,745	117	0.66%	2,484	2,030
EARL	16,027	117	0.73%	2,485	2,270
HOUGH	15,549	117	0.75%	2,486	2,345
HAMBY	13,823	117	0.85%	2,487	2,609
PICKERING	13,582	117	0.86%	2,488	2,653
LANCE	13,122	117	0.89%	2,489	2,747
ADCOCK	12,599	117	0.93%	2,490	2,861
MIZE	11,908	117	0.98%	2,491	3,008
SPAIN	11,628	117	1.01%	2,492	3,093
VEST	11,405	117	1.03%	2,493	3,164
MARVIN	10,310	117	1.13%	2,494	3,468
KILLSINWATER	122	117	95.90%	2,495	137,327
NEADEAU	163	117	71.78%	2,496	108,734
REDSTAR	124	116	93.55%	2,497	135,593
MOHAWK	271	116	42.80%	2,498	71,886
DECORY	175	116	66.29%	2,499	102,688
NORBERTO	564	116	20.57%	2,500	39,052
ESCOBAR	64,403	116	0.18%	2,501	520
LOZANO	57,779	116	0.20%	2,502	577
BOYLE	39,921	116	0.29%	2,503	866
CRAMER	29,691	116	0.39%	2,504	1,192
THOMSON	24,750	116	0.47%	2,505	1,440
CREWS	24,219	116	0.48%	2,506	1,475
HANKINS	21,532	116	0.54%	2,507	1,675
THACKER	21,512	116	0.54%	2,508	1,677
BERGERON	20,073	116	0.58%	2,509	1,786
KEEN	18,459	116	0.63%	2,510	1,959
JUDD	18,110	116	0.64%	2,511	1,991
VARNER	18,081	116	0.64%	2,512	1,997
AKINS	17,868	116	0.65%	2,513	2,020
QUIGLEY	17,121	116	0.68%	2,514	2,113
MCMAHAN	14,368	116	0.81%	2,515	2,522
BLACKMAN	14,278	116	0.81%	2,516	2,535
GRUBER	14,131	116	0.82%	2,517	2,558
TRAHAN	14,114	116	0.82%	2,518	2,560
DOWDY	13,468	116	0.86%	2,519	2,678
THRASHER	12,836	116	0.90%	2,520	2,807
FARROW	10,672	116	1.09%	2,521	3,353
WYNNE	9,637	116	1.20%	2,522	3,686
SCROGGINS	9,495	116	1.22%	2,523	3,732
RICKER	8,850	116	1.31%	2,524	4,016
LILLEY	7,780	116	1.49%	2,525	4,557
VENTURA	39,580	115	0.29%	2,526	877
CORREA	38,232	115	0.30%	2,527	905
HUBER	37,170	115	0.31%	2,528	933
KRAUSE	34,722	115	0.33%	2,529	1,009
SHAFER	25,641	115	0.45%	2,530	1,379
VICKERS	22,176	115	0.52%	2,531	1,625
HENLEY	20,934	115	0.55%	2,532	1,717
SAPP	20,448	115	0.56%	2,533	1,752
ENGLE	19,226	115	0.60%	2,534	1,866
RICHEY	18,296	115	0.63%	2,535	1,977
CORLEY	17,931	115	0.64%	2,536	2,012
MATTSON	16,203	115	0.71%	2,537	2,247
BEAUCHAMP	11,865	115	0.97%	2,538	3,023
MERRICK	8,629	115	1.33%	2,539	4,111
DOCK	1,639	115	7.02%	2,540	17,274
HUSKEY	7,080	115	1.62%	2,541	4,966
DUMONT	6,748	115	1.70%	2,542	5,177
HARNEY	5,376	115	2.14%	2,543	6,341
FLEURY	4,934	115	2.33%	2,544	6,835
BOHANAN	2,116	115	5.43%	2,545	14,191
CAPTAIN	1,192	115	9.65%	2,546	21,811
DAUPHINAIS	1,063	115	10.82%	2,547	23,785
MUSKRAT	234	115	49.15%	2,548	80,926
PEONE	250	115	46.00%	2,549	76,768
CHIPPEWA	189	115	60.85%	2,550	96,368
ZUNIE	118	115	97.46%	2,551	141,140
DEJOLIE	117	115	98.29%	2,552	142,108
PIOCHE	141	115	81.56%	2,553	122,314
WATASHE	152	115	75.66%	2,554	115,034
QUADERER	328	115	35.06%	2,555	61,297
KITCHEYAN	120	114	95.00%	2,556	139,228
WEISS	57,112	114	0.20%	2,557	587
LOCKHART	27,883	114	0.41%	2,558	1,261
RUCKER	26,581	114	0.43%	2,559	1,326
LUND	24,347	114	0.47%	2,560	1,465
WHALEN	24,262	114	0.47%	2,561	1,470
HARGROVE	20,360	114	0.56%	2,562	1,764
DUTTON	17,057	114	0.67%	2,563	2,123
LUNDY	14,850	114	0.77%	2,564	2,439
STOCKTON	13,306	114	0.86%	2,565	2,709
LUCIO	9,780	114	1.17%	2,566	3,631
SALOIS	914	114	12.47%	2,567	26,654
LIEB	3,207	114	3.55%	2,568	10,044
KINDLE	4,109	114	2.77%	2,569	8,065
BAILON	3,702	114	3.08%	2,570	8,850
CADDO	218	114	52.29%	2,571	85,659
NASTACIO	148	114	77.03%	2,572	117,480
GONNIE	122	114	93.44%	2,573	137,327
BRONCHO	144	114	79.17%	2,574	120,187
HONIE	136	113	83.09%	2,575	126,018
BALDRIDGE	5,996	113	1.88%	2,576	5,778
CANTU	49,126	113	0.23%	2,577	704
LATHAM	21,277	113	0.53%	2,578	1,693
SPICER	18,501	113	0.61%	2,579	1,951
CORCORAN	17,607	113	0.64%	2,580	2,044
COMER	16,893	113	0.67%	2,581	2,148
BYNUM	16,166	113	0.70%	2,582	2,251
HINDS	15,337	113	0.74%	2,583	2,375
WAGONER	15,118	113	0.75%	2,584	2,401
SALTER	14,641	113	0.77%	2,585	2,462
KILPATRICK	14,087	113	0.80%	2,586	2,565
CHASTAIN	13,655	113	0.83%	2,587	2,637
TRAMMELL	12,582	113	0.90%	2,588	2,867
MOFFETT	11,853	113	0.95%	2,589	3,025
WINCHESTER	10,480	113	1.08%	2,590	3,413
HERDER	1,220	113	9.26%	2,591	21,429
YANDELL	2,464	113	4.59%	2,592	12,565
TISI	350	113	32.29%	2,593	58,042
SILAGO	113	113	100.00%	2,594	146,201
DESWOOD	117	112	95.73%	2,595	142,108
BOOQUA	116	112	96.55%	2,596	143,149
BOWANNIE	116	112	96.55%	2,597	143,149
FARVE	631	112	17.75%	2,598	35,622
BLACKDEER	156	112	71.79%	2,599	112,568
TWOHEARTS	130	112	86.15%	2,600	130,610
BLACKFOX	164	112	68.29%	2,601	108,199
TRUEBLOOD	3,371	112	3.32%	2,602	9,631
VARELA	26,621	112	0.42%	2,603	1,321
SWARTZ	25,444	112	0.44%	2,604	1,393
ANGEL	24,895	112	0.45%	2,605	1,428
KIMBALL	23,293	112	0.48%	2,606	1,544
PURCELL	22,383	112	0.50%	2,607	1,599
GARY	22,310	112	0.50%	2,608	1,612
CULVER	17,566	112	0.64%	2,609	2,051
ASHBY	17,482	112	0.64%	2,610	2,069
SHOOK	16,070	112	0.70%	2,611	2,262
BRADEN	13,603	112	0.82%	2,612	2,648
FORTUNE	11,748	112	0.95%	2,613	3,051
CALVIN	9,412	112	1.19%	2,614	3,763
LISTER	8,350	112	1.34%	2,615	4,250
ACKLEY	7,102	112	1.58%	2,616	4,952
LARRY	5,942	112	1.88%	2,617	5,817
LAFRANCE	5,574	112	2.01%	2,618	6,148
AUBREY	4,753	112	2.36%	2,619	7,046
NED	1,187	112	9.44%	2,620	21,878
LEVINER	956	112	11.72%	2,621	25,771
MUNIZ	30,695	111	0.36%	2,622	1,147
MCELROY	24,668	111	0.45%	2,623	1,446
MAJOR	20,977	111	0.53%	2,624	1,714
PARR	16,286	111	0.68%	2,625	2,239
DOVE	14,560	111	0.76%	2,626	2,475
STEARNS	14,554	111	0.76%	2,627	2,479
KARR	10,324	111	1.08%	2,628	3,460
DEHART	10,058	111	1.10%	2,629	3,548
HULSEY	9,317	111	1.19%	2,630	3,796
CRUTCHFIELD	9,019	111	1.23%	2,631	3,948
RIDGEWAY	8,975	111	1.24%	2,632	3,960
MONETTE	3,385	111	3.28%	2,633	9,598
JORGENSON	7,551	111	1.47%	2,634	4,698
ALBERTS	6,229	111	1.78%	2,635	5,578
YAZZA	133	111	83.46%	2,636	128,249
HALONA	129	111	86.05%	2,637	131,379
EDAAKIE	117	111	94.87%	2,638	142,108
TODECHINE	112	111	99.11%	2,639	147,253
POUPART	355	111	31.27%	2,640	57,372
COHOE	253	111	43.87%	2,641	76,029
TALK	234	111	47.44%	2,642	80,926
BLACKCLOUD	174	110	63.22%	2,643	103,181
DESCHENY	115	110	95.65%	2,644	144,141
HIGHELK	115	110	95.65%	2,645	144,141
BADONIE	111	110	99.10%	2,646	148,347
NATION	7,125	110	1.54%	2,647	4,940
BURKS	27,523	110	0.40%	2,648	1,278
STRATTON	22,983	110	0.48%	2,649	1,565
DIAMOND	21,586	110	0.51%	2,650	1,670
BURKETT	19,369	110	0.57%	2,651	1,852
GRANGER	17,539	110	0.63%	2,652	2,055
CROWELL	17,467	110	0.63%	2,653	2,071
RHOADS	13,389	110	0.82%	2,654	2,690
POINDEXTER	11,531	110	0.95%	2,655	3,129
ANDREAS	2,794	110	3.94%	2,656	11,302
IKE	1,424	110	7.72%	2,657	19,105
ARQUETTE	1,187	110	9.27%	2,658	21,878
GUNHAMMER	130	110	84.62%	2,659	130,610
OWL	161	110	68.32%	2,660	109,758
TAHY	159	110	69.18%	2,661	110,825
TONASKET	151	110	72.85%	2,662	115,639
NAMOKI	122	110	90.16%	2,663	137,327
YALLUP	124	109	87.90%	2,664	135,593
RUNNINGHAWK	136	109	80.15%	2,665	126,018
SEVENSTAR	154	109	70.78%	2,666	113,791
DREADFULWATER	149	109	73.15%	2,667	116,829
CHEATER	171	109	63.74%	2,668	104,602
BIGBOY	141	109	77.30%	2,669	122,314
JOCK	1,429	109	7.63%	2,670	19,053
ELM	1,018	109	10.71%	2,671	24,554
FUSON	3,145	109	3.47%	2,672	10,250
ROEHL	2,513	109	4.34%	2,673	12,378
WOODELL	1,531	109	7.12%	2,674	18,177
CAMACHO	67,893	109	0.16%	2,675	493
DONOVAN	40,410	109	0.27%	2,676	853
CROWLEY	31,098	109	0.35%	2,677	1,128
SHEETS	21,384	109	0.51%	2,678	1,685
CHAVARRIA	18,492	109	0.59%	2,679	1,953
TRIPLETT	18,408	109	0.59%	2,680	1,965
OROURKE	16,457	109	0.66%	2,681	2,213
BELANGER	12,922	109	0.84%	2,682	2,793
BUTTERFIELD	11,468	109	0.95%	2,683	3,152
ELLER	11,103	109	0.98%	2,684	3,250
CUSTER	10,790	109	1.01%	2,685	3,324
HAUGEN	9,461	109	1.15%	2,686	3,745
IVES	8,233	109	1.32%	2,687	4,317
SEGURA	30,880	108	0.35%	2,688	1,136
JOYNER	29,884	108	0.36%	2,689	1,177
ZEPEDA	29,252	108	0.37%	2,690	1,209
KERN	28,547	108	0.38%	2,691	1,237
BOWDEN	24,560	108	0.44%	2,692	1,450
BLACKMON	22,130	108	0.49%	2,693	1,628
BABCOCK	22,016	108	0.49%	2,694	1,638
BETTS	19,983	108	0.54%	2,695	1,799
GALE	15,866	108	0.68%	2,696	2,296
HUTSON	15,835	108	0.68%	2,697	2,304
RALSTON	12,302	108	0.88%	2,698	2,914
GILMAN	11,946	108	0.90%	2,699	3,003
FABER	10,039	108	1.08%	2,700	3,555
KUYKENDALL	9,841	108	1.10%	2,701	3,608
GRIGNON	683	108	15.81%	2,702	33,410
WHITMIRE	7,179	108	1.50%	2,703	4,906
VANDERPOOL	6,257	108	1.73%	2,704	5,557
BANCROFT	5,404	108	2.00%	2,705	6,315
BENN	4,716	108	2.29%	2,706	7,099
BIRDTAIL	143	108	75.52%	2,707	120,901
NICHOLAI	141	108	76.60%	2,708	122,314
REDSHIRT	121	108	89.26%	2,709	138,304
BRONCHEAU	147	108	73.47%	2,710	118,185
CAYOU	237	108	45.57%	2,711	80,131
MCKERCHIE	229	108	47.16%	2,712	82,317
SHORTHAIR	110	108	98.18%	2,713	149,395
LAMEMAN	114	108	94.74%	2,714	145,220
LONGSOLDIER	113	107	94.69%	2,715	146,201
REEVIS	117	107	91.45%	2,716	142,108
VERDUGO	7,210	107	1.48%	2,717	4,885
LARGE	6,859	107	1.56%	2,718	5,105
PILCHER	5,391	107	1.98%	2,719	6,329
RUNNELS	5,055	107	2.12%	2,720	6,680
ORCUTT	4,831	107	2.21%	2,721	6,940
COATES	23,725	107	0.45%	2,722	1,512
ASH	21,030	107	0.51%	2,723	1,709
HACKETT	20,278	107	0.53%	2,724	1,772
FOUNTAIN	20,193	107	0.53%	2,725	1,774
BARNHART	20,157	107	0.53%	2,726	1,777
HAWTHORNE	16,758	107	0.64%	2,727	2,167
MYRICK	13,236	107	0.81%	2,728	2,720
HARDWICK	10,841	107	0.99%	2,729	3,310
HECKMAN	9,709	107	1.10%	2,730	3,668
MULL	9,377	107	1.14%	2,731	3,774
COSEN	151	107	70.86%	2,732	115,639
STILLDAY	142	107	75.35%	2,733	121,590
LESTENKOF	129	107	82.95%	2,734	131,379
IRONSHELL	146	106	72.60%	2,735	118,853
LIMBERHAND	123	106	86.18%	2,736	136,449
ENJADY	121	106	87.60%	2,737	138,304
POOLAW	165	106	64.24%	2,738	107,669
DELAROSA	37,932	106	0.28%	2,739	910
DOUGHERTY	37,884	106	0.28%	2,740	915
VELASCO	33,078	106	0.32%	2,741	1,061
LEHMAN	32,180	106	0.33%	2,742	1,086
RODRIGUES	31,280	106	0.34%	2,743	1,122
MOHAMED	27,972	106	0.38%	2,744	1,257
LARKIN	23,578	106	0.45%	2,745	1,521
RUSHING	19,604	106	0.54%	2,746	1,827
WILKES	18,314	106	0.58%	2,747	1,975
LOPES	18,310	106	0.58%	2,748	1,976
MARCUS	17,671	106	0.60%	2,749	2,037
ADAMSON	16,515	106	0.64%	2,750	2,205
WILBURN	14,928	106	0.71%	2,751	2,428
WEATHERS	14,073	106	0.75%	2,752	2,568
RECTOR	13,559	106	0.78%	2,753	2,661
OLGUIN	10,660	106	0.99%	2,754	3,356
STORM	9,895	106	1.07%	2,755	3,596
CABLE	9,545	106	1.11%	2,756	3,716
WHITLOW	8,020	106	1.32%	2,757	4,432
SISCO	7,993	106	1.33%	2,758	4,440
COFFEE	6,223	106	1.70%	2,759	5,585
BIRDSONG	5,498	106	1.93%	2,760	6,220
MARTINEAU	5,006	106	2.12%	2,761	6,737
RAPHAEL	4,366	106	2.43%	2,762	7,614
HAVEN	3,614	106	2.93%	2,763	9,043
JESUS	2,033	106	5.21%	2,764	14,636
SUMMERFIELD	2,758	106	3.84%	2,765	11,423
KEETO	114	106	92.98%	2,766	145,220
KINDELAY	112	106	94.64%	2,767	147,253
HOOKE	658	106	16.11%	2,768	34,427
JUNEAU	2,887	105	3.64%	2,769	11,016
TROSCLAIR	2,517	105	4.17%	2,770	12,351
KENNY	17,429	105	0.60%	2,771	2,077
OAKLEY	17,238	105	0.61%	2,772	2,099
BURK	15,500	105	0.68%	2,773	2,352
MAHAN	15,375	105	0.68%	2,774	2,371
LOVELACE	13,787	105	0.76%	2,775	2,613
LYMAN	11,664	105	0.90%	2,776	3,079
PACKARD	9,494	105	1.11%	2,777	3,733
POND	9,052	105	1.16%	2,778	3,930
GOFORTH	8,735	105	1.20%	2,779	4,068
DUPUIS	8,179	105	1.28%	2,780	4,340
DUPRE	8,131	105	1.29%	2,781	4,372
LENA	975	105	10.77%	2,782	25,381
GRISHAM	6,798	105	1.54%	2,783	5,148
GRAGG	5,675	105	1.85%	2,784	6,047
GRINNELL	3,615	105	2.90%	2,785	9,038
TULLIE	204	105	51.47%	2,786	90,495
DEMMERT	243	105	43.21%	2,787	78,567
MORIGEAU	224	105	46.88%	2,788	83,834
BUFFALOHEAD	148	105	70.95%	2,789	117,480
PEYNETSA	107	105	98.13%	2,790	152,628
BEGODY	111	104	93.69%	2,791	148,347
BITSOIE	108	104	96.30%	2,792	151,532
DESCHINE	108	104	96.30%	2,793	151,532
BITSINNIE	104	104	100.00%	2,794	156,044
LALIO	104	104	100.00%	2,795	156,044
DENETCLAW	115	104	90.43%	2,796	144,141
CUSTALOW	257	104	40.47%	2,797	75,069
JOHNNY	665	104	15.64%	2,798	34,149
ALDEN	5,748	104	1.81%	2,799	5,985
BONI	1,326	104	7.84%	2,800	20,139
PONCE	49,549	104	0.21%	2,801	695
SHARPE	28,879	104	0.36%	2,802	1,226
CASSIDY	26,590	104	0.39%	2,803	1,325
SCHUMACHER	25,292	104	0.41%	2,804	1,404
MEADE	22,091	104	0.47%	2,805	1,631
MELVIN	20,008	104	0.52%	2,806	1,795
TROTTER	19,927	104	0.52%	2,807	1,801
PERDUE	16,464	104	0.63%	2,808	2,211
HUSTON	16,435	104	0.63%	2,809	2,218
NICKERSON	15,970	104	0.65%	2,810	2,283
MCKINNON	15,450	104	0.67%	2,811	2,359
HECK	13,995	104	0.74%	2,812	2,580
GOETZ	13,390	104	0.78%	2,813	2,689
SPEAR	13,284	104	0.78%	2,814	2,712
BURLESON	13,176	104	0.79%	2,815	2,734
DORMAN	11,739	104	0.89%	2,816	3,053
SHACKELFORD	11,525	104	0.90%	2,817	3,130
CLAWSON	10,631	104	0.98%	2,818	3,360
COVEY	8,414	104	1.24%	2,819	4,212
BLACKWOOD	8,407	104	1.24%	2,820	4,213
BASINA	168	104	61.90%	2,821	106,096
CESSPOOCH	121	104	85.95%	2,822	138,304
PEPION	140	103	73.57%	2,823	123,064
KOKRINE	113	103	91.15%	2,824	146,201
LAMEBULL	117	103	88.03%	2,825	142,108
WASKA	180	103	57.22%	2,826	100,302
TREJO	41,021	103	0.25%	2,827	843
COSTELLO	32,043	103	0.32%	2,828	1,093
DUNBAR	26,405	103	0.39%	2,829	1,335
ROMO	26,283	103	0.39%	2,830	1,343
DUGAN	21,455	103	0.48%	2,831	1,679
BLOUNT	19,878	103	0.52%	2,832	1,803
LACEY	18,691	103	0.55%	2,833	1,930
WAITE	18,664	103	0.55%	2,834	1,936
STAPLETON	18,332	103	0.56%	2,835	1,973
DOBBINS	15,076	103	0.68%	2,836	2,407
WAGGONER	14,983	103	0.69%	2,837	2,417
POOL	13,505	103	0.76%	2,838	2,669
PEREA	11,546	103	0.89%	2,839	3,124
SEELEY	11,061	103	0.93%	2,840	3,264
KEELING	8,938	103	1.15%	2,841	3,975
GILPIN	6,070	103	1.70%	2,842	5,713
PATRICIO	3,636	103	2.83%	2,843	8,994
MONTOUR	853	103	12.08%	2,844	28,065
ESPARZA	42,559	102	0.24%	2,845	816
LEYVA	26,153	102	0.39%	2,846	1,351
HAGEN	23,616	102	0.43%	2,847	1,518
ALLRED	18,526	102	0.55%	2,848	1,947
BRYSON	18,486	102	0.55%	2,849	1,954
CHADWICK	16,415	102	0.62%	2,850	2,222
KITCHEN	15,170	102	0.67%	2,851	2,390
WELDON	14,538	102	0.70%	2,852	2,481
EARLY	14,014	102	0.73%	2,853	2,578
WILLETT	13,065	102	0.78%	2,854	2,761
CRISP	12,741	102	0.80%	2,855	2,830
BENAVIDEZ	12,648	102	0.81%	2,856	2,849
FORTNER	11,951	102	0.85%	2,857	3,001
NEW	11,903	102	0.86%	2,858	3,011
APPLEGATE	11,762	102	0.87%	2,859	3,046
KEELER	11,546	102	0.88%	2,860	3,124
LEIGHTON	8,399	102	1.21%	2,861	4,222
LACLAIR	2,606	102	3.91%	2,862	11,984
OSCAR	1,781	102	5.73%	2,863	16,214
TALLBULL	119	102	85.71%	2,864	140,157
CHICKAWAY	116	102	87.93%	2,865	143,149
BOWEKATY	103	102	99.03%	2,866	157,234
TOHANNIE	105	101	96.19%	2,867	154,907
BLACKLANCE	111	101	90.99%	2,868	148,347
ONEFEATHER	109	101	92.66%	2,869	150,452
GREYBEAR	108	101	93.52%	2,870	151,532
STENSGAR	115	101	87.83%	2,871	144,141
LITTLEDAVE	112	101	90.18%	2,872	147,253
SAENZ	33,787	101	0.30%	2,873	1,029
BUSTAMANTE	24,536	101	0.41%	2,874	1,454
BENOIT	20,160	101	0.50%	2,875	1,775
PAULSON	19,331	101	0.52%	2,876	1,857
HITCHCOCK	13,608	101	0.74%	2,877	2,646
WARDEN	11,135	101	0.91%	2,878	3,244
CONDE	10,430	101	0.97%	2,879	3,423
SPRING	8,757	101	1.15%	2,880	4,053
DEACON	3,322	101	3.04%	2,881	9,756
JAMIESON	7,338	101	1.38%	2,882	4,812
WISDOM	6,734	101	1.50%	2,883	5,194
JULIUS	3,628	101	2.78%	2,884	9,013
STASH	606	101	16.67%	2,885	36,838
NARCIA	154	101	65.58%	2,886	113,791
SILVERHORN	145	100	68.97%	2,887	119,508
THUNDERCLOUD	133	100	75.19%	2,888	128,249
SKYE	472	100	21.19%	2,889	45,347
BLACKCROW	114	100	87.72%	2,890	145,220
SHENDO	112	100	89.29%	2,891	147,253
FALLSDOWN	104	100	96.15%	2,892	156,044
BITSOI	110	100	90.91%	2,893	149,395
DEMONTINEY	109	100	91.74%	2,894	150,452
MEDICINEHORSE	109	100	91.74%	2,895	150,452
GREYMOUNTAIN	107	100	93.46%	2,896	152,628
KERLEY	5,342	100	1.87%	2,897	6,375
LAROCK	2,576	100	3.88%	2,898	12,099
CABRERA	83,621	100	0.12%	2,899	376
BRAUN	34,491	100	0.29%	2,900	1,012
DALEY	24,901	100	0.40%	2,901	1,427
WHALEY	22,833	100	0.44%	2,902	1,575
DARNELL	17,915	100	0.56%	2,903	2,016
WHITTINGTON	17,517	100	0.57%	2,904	2,059
MESA	13,566	100	0.74%	2,905	2,656
BEARDEN	13,499	100	0.74%	2,906	2,670
PARSON	13,209	100	0.76%	2,907	2,727
RADFORD	12,956	100	0.77%	2,908	2,785
CHURCHILL	12,235	100	0.82%	2,909	2,930
PARENT	11,193	100	0.89%	2,910	3,225
CHAFFIN	9,782	100	1.02%	2,911	3,629
BREEDLOVE	9,075	100	1.10%	2,912	3,914
MAESTAS	8,296	100	1.21%	2,913	4,287
EAVES	7,902	100	1.27%	2,914	4,489
TONY	1,166	100	8.58%	2,915	22,158
STOPS	202	100	49.50%	2,916	91,221
RUSSETTE	216	99	45.83%	2,917	86,314
SAWNEY	215	99	46.05%	2,918	86,645
BITSUE	109	99	90.83%	2,919	150,452
BLACKEAGLE	120	99	82.50%	2,920	139,228
QUICKBEAR	117	99	84.62%	2,921	142,108
DENETSOSIE	100	99	99.00%	2,922	160,975
