Last_Name/Surname	Total1	Black2	Percentage3	Rank4	U.S. Rank5
POMPEY	2,473	1,772	71.65%	2,177	12,531
WATFORD	4,646	1,771	38.12%	2,178	7,194
RICHBURG	3,205	1,770	55.23%	2,179	10,050
JARMON	2,717	1,769	65.11%	2,180	11,572
DUCKWORTH	12,080	1,769	14.64%	2,181	2,968
BOUTTE	3,241	1,768	54.55%	2,182	9,959
HOLSTON	4,231	1,765	41.72%	2,183	7,827
WOODWARD	36,764	1,765	4.80%	2,184	944
AMES	22,385	1,764	7.88%	2,185	1,598
GARTH	3,059	1,764	57.67%	2,186	10,491
MARROW	3,656	1,764	48.25%	2,187	8,954
GLASGOW	9,078	1,763	19.42%	2,188	3,913
CROMARTIE	2,213	1,763	79.67%	2,189	13,682
MCCRAE	2,754	1,762	63.98%	2,190	11,436
LASHLEY	6,669	1,762	26.42%	2,191	5,230
AUGUST	6,456	1,762	27.29%	2,192	5,389
MURCHISON	4,089	1,762	43.09%	2,193	8,106
MCCREA	6,320	1,761	27.86%	2,194	5,504
TURNAGE	5,831	1,761	30.20%	2,195	5,911
LOUISSAINT	1,879	1,760	93.67%	2,196	15,564
WIDEMAN	4,385	1,759	40.11%	2,197	7,578
PARISH	14,466	1,758	12.15%	2,198	2,498
MCMILLON	3,146	1,757	55.85%	2,199	10,245
BLAKENEY	4,107	1,756	42.76%	2,200	8,070
STAPLETON	18,332	1,753	9.56%	2,201	1,973
BING	4,076	1,752	42.98%	2,202	8,133
ADAIR	18,708	1,749	9.35%	2,203	1,927
LINDO	3,605	1,746	48.43%	2,204	9,066
KNIGHTEN	3,759	1,743	46.37%	2,205	8,724
WAY	14,157	1,743	12.31%	2,206	2,552
CALIXTE	1,862	1,743	93.61%	2,207	15,673
SPAULDING	18,902	1,741	9.21%	2,208	1,899
BENN	4,716	1,741	36.92%	2,209	7,099
SPEIGHTS	3,176	1,741	54.82%	2,210	10,159
PUCKETT	27,627	1,738	6.29%	2,211	1,273
MARCELIN	1,953	1,737	88.94%	2,212	15,104
PARTEE	3,369	1,734	51.47%	2,213	9,633
PINNOCK	2,318	1,734	74.81%	2,214	13,186
MOTT	17,092	1,733	10.14%	2,215	2,117
SWEAT	9,194	1,733	18.85%	2,216	3,856
TIPTON	25,064	1,732	6.91%	2,217	1,420
COLSON	9,710	1,731	17.83%	2,218	3,666
BEALE	7,431	1,731	23.29%	2,219	4,764
DENNARD	2,819	1,729	61.33%	2,220	11,216
MAHONEY	40,397	1,729	4.28%	2,221	855
RAMIREZ	557,423	1,728	0.31%	2,222	28
KNOTT	14,622	1,728	11.82%	2,223	2,466
FOFANA	1,806	1,727	95.63%	2,224	16,051
DEVINE	23,775	1,726	7.26%	2,225	1,506
EVERETTE	3,745	1,726	46.09%	2,226	8,758
HOLCOMB	28,852	1,725	5.98%	2,227	1,227
FAUST	16,066	1,725	10.74%	2,228	2,263
GATHERS	2,222	1,725	77.63%	2,229	13,627
COLSTON	4,363	1,721	39.45%	2,230	7,617
MARCH	10,719	1,721	16.06%	2,231	3,344
ROUNTREE	6,726	1,720	25.57%	2,232	5,196
BICKHAM	3,492	1,720	49.26%	2,233	9,328
HOPPER	27,353	1,718	6.28%	2,234	1,281
FOLEY	51,865	1,717	3.31%	2,235	661
TUGGLE	6,589	1,715	26.03%	2,236	5,285
LINDER	13,830	1,714	12.39%	2,237	2,607
OAKLEY	17,238	1,713	9.94%	2,238	2,099
NEVELS	3,335	1,713	51.36%	2,239	9,727
GILYARD	2,008	1,713	85.31%	2,240	14,783
AMERSON	5,455	1,713	31.40%	2,241	6,263
BRATTON	9,300	1,711	18.40%	2,242	3,809
FITCH	19,060	1,710	8.97%	2,243	1,885
CHAMBERLAIN	28,727	1,709	5.95%	2,244	1,231
LEVERETTE	2,958	1,708	57.74%	2,245	10,782
KNIGHTON	5,139	1,707	33.22%	2,246	6,591
PETERKIN	2,507	1,705	68.01%	2,247	12,399
TYREE	9,613	1,705	17.74%	2,248	3,695
MCGREW	9,354	1,705	18.23%	2,249	3,786
TILLIS	3,211	1,704	53.07%	2,250	10,030
SAULSBERRY	2,054	1,704	82.96%	2,251	14,519
EGGLESTON	10,057	1,703	16.93%	2,252	3,550
LEAKE	6,915	1,698	24.56%	2,253	5,070
STURGIS	5,885	1,698	28.85%	2,254	5,863
GOINES	3,242	1,696	52.31%	2,255	9,956
LARK	4,055	1,695	41.80%	2,256	8,174
HOUSER	20,484	1,694	8.27%	2,257	1,749
PEMBERTON	11,272	1,694	15.03%	2,258	3,207
BELIZAIRE	1,824	1,694	92.87%	2,259	15,931
KOROMA	1,733	1,694	97.75%	2,260	16,560
PADGETT	25,413	1,693	6.66%	2,261	1,397
PRIDGEN	5,591	1,693	30.28%	2,262	6,127
SPELLS	2,235	1,692	75.70%	2,263	13,569
BLAYLOCK	10,008	1,691	16.90%	2,264	3,563
PENDERGRASS	8,123	1,691	20.82%	2,265	4,378
BOURNE	9,270	1,690	18.23%	2,266	3,823
BRUTON	6,221	1,690	27.17%	2,267	5,589
MENEFEE	4,695	1,689	35.97%	2,268	7,126
HIGHSMITH	4,299	1,686	39.22%	2,269	7,721
STANCIL	5,532	1,685	30.46%	2,270	6,183
WILCHER	4,069	1,685	41.41%	2,271	8,148
TUCK	10,018	1,683	16.80%	2,272	3,560
ROCK	19,313	1,682	8.71%	2,273	1,859
JELKS	2,093	1,680	80.27%	2,274	14,299
JEANTY	1,870	1,679	89.79%	2,275	15,625
GIDDENS	7,034	1,679	23.87%	2,276	4,995
CROCKER	20,370	1,678	8.24%	2,277	1,757
HOUGH	15,549	1,678	10.79%	2,278	2,345
MALLETT	6,556	1,677	25.58%	2,279	5,315
BROWDER	6,249	1,676	26.82%	2,280	5,563
WAYNE	10,215	1,676	16.41%	2,281	3,498
RIDGEWAY	8,975	1,676	18.67%	2,282	3,960
ASBERRY	2,781	1,675	60.23%	2,283	11,343
HARE	16,304	1,674	10.27%	2,284	2,236
MCCREARY	8,298	1,674	20.17%	2,285	4,285
WHITLOW	8,020	1,673	20.86%	2,286	4,432
SPATES	2,742	1,671	60.94%	2,287	11,476
DOOLEY	23,481	1,669	7.11%	2,288	1,527
PRIESTER	3,951	1,669	42.24%	2,289	8,377
HAMBRICK	5,501	1,668	30.32%	2,290	6,216
GARRIS	7,316	1,667	22.79%	2,291	4,823
HILLARD	6,223	1,667	26.79%	2,292	5,585
CRADDOCK	8,772	1,666	18.99%	2,293	4,049
HARDIMAN	4,296	1,665	38.76%	2,294	7,725
CROWLEY	31,098	1,664	5.35%	2,295	1,128
CONTEH	1,728	1,662	96.18%	2,296	16,593
POLLOCK	23,310	1,660	7.12%	2,297	1,543
CASTILLO	230,420	1,659	0.72%	2,298	93
HASAN	9,374	1,659	17.70%	2,299	3,775
ARCHIBALD	8,359	1,659	19.85%	2,300	4,242
THARPE	4,486	1,659	36.98%	2,301	7,421
CEPHAS	1,826	1,658	90.80%	2,302	15,912
HOFFMAN	131,401	1,656	1.26%	2,303	224
COWART	11,621	1,653	14.22%	2,304	3,095
CRITTENDEN	6,411	1,653	25.78%	2,305	5,432
OCONNOR	77,923	1,652	2.12%	2,306	417
DOWNEY	26,627	1,651	6.20%	2,307	1,320
SATCHELL	2,598	1,651	63.55%	2,308	12,017
DUFFY	38,835	1,650	4.25%	2,309	892
CANTRELL	35,266	1,650	4.68%	2,310	988
CYRUS	4,557	1,649	36.19%	2,311	7,322
GREAVES	5,217	1,648	31.59%	2,312	6,505
MITCHEL	5,570	1,647	29.57%	2,313	6,151
DELVA	1,869	1,647	88.12%	2,314	15,635
HUDDLESTON	17,231	1,646	9.55%	2,315	2,102
CROOK	14,526	1,644	11.32%	2,316	2,484
MCCORKLE	8,529	1,644	19.28%	2,317	4,154
GOREE	3,081	1,644	53.36%	2,318	10,440
LEGETTE	2,244	1,644	73.26%	2,319	13,517
BREWTON	3,304	1,643	49.73%	2,320	9,798
SPELLMAN	7,627	1,643	21.54%	2,321	4,650
MORANT	2,120	1,642	77.45%	2,322	14,168
HUTSON	15,835	1,641	10.36%	2,323	2,304
IRONS	7,358	1,641	22.30%	2,324	4,804
MUMFORD	6,413	1,641	25.59%	2,325	5,431
FORNEY	6,755	1,640	24.28%	2,326	5,172
KOONCE	5,870	1,640	27.94%	2,327	5,878
TOLSON	5,630	1,640	29.13%	2,328	6,093
SALTERS	2,597	1,640	63.15%	2,329	12,022
BARCLAY	11,568	1,640	14.18%	2,330	3,115
ASHTON	12,263	1,638	13.36%	2,331	2,922
DEES	10,887	1,638	15.05%	2,332	3,299
LAMPLEY	3,402	1,637	48.12%	2,333	9,557
RELIFORD	2,421	1,637	67.62%	2,334	12,745
SILER	8,327	1,636	19.65%	2,335	4,256
BURKETT	19,369	1,635	8.44%	2,336	1,852
JOSEY	4,131	1,635	39.58%	2,337	8,006
WOOLRIDGE	2,939	1,635	55.63%	2,338	10,835
STEEN	12,989	1,634	12.58%	2,339	2,776
STILL	12,354	1,634	13.23%	2,340	2,904
GOODING	7,123	1,634	22.94%	2,341	4,942
RHODEN	6,187	1,630	26.35%	2,342	5,617
PREWITT	8,371	1,630	19.47%	2,343	4,234
NILES	10,173	1,629	16.01%	2,344	3,511
CRUM	17,944	1,628	9.07%	2,345	2,010
CHILES	4,936	1,628	32.98%	2,346	6,831
CHATMON	1,863	1,627	87.33%	2,347	15,669
BERTRAND	12,461	1,627	13.06%	2,348	2,881
BURROWS	17,355	1,624	9.36%	2,349	2,085
DESHIELDS	2,688	1,624	60.42%	2,350	11,663
DEPINA	2,849	1,623	56.97%	2,351	11,127
WINCHESTER	10,480	1,623	15.49%	2,352	3,413
ALVES	13,882	1,621	11.68%	2,353	2,595
JIMERSON	3,548	1,621	45.69%	2,354	9,192
NUNLEY	9,046	1,620	17.91%	2,355	3,936
BARTLETT	43,648	1,619	3.71%	2,356	791
CROWE	29,953	1,614	5.39%	2,357	1,172
CRANE	37,870	1,613	4.26%	2,358	916
JUDGE	10,453	1,613	15.43%	2,359	3,414
FUTRELL	6,038	1,613	26.71%	2,360	5,740
GAINER	5,012	1,611	32.14%	2,361	6,729
SHERRILL	13,631	1,610	11.81%	2,362	2,640
BRISCO	3,123	1,610	51.55%	2,363	10,316
SANDERSON	24,384	1,609	6.60%	2,364	1,462
HAYGOOD	4,536	1,609	35.47%	2,365	7,347
MCMILLER	1,911	1,608	84.14%	2,366	15,347
PEART	3,717	1,607	43.23%	2,367	8,808
WORKMAN	31,856	1,606	5.04%	2,368	1,097
CESAR	3,904	1,604	41.09%	2,369	8,458
BA	2,451	1,604	65.44%	2,370	12,627
KEBEDE	1,671	1,604	95.99%	2,371	17,005
BOGGS	27,880	1,603	5.75%	2,372	1,262
INMAN	24,222	1,603	6.62%	2,373	1,474
CRISP	12,741	1,602	12.57%	2,374	2,830
PERRIN	11,550	1,602	13.87%	2,375	3,121
SANTIAGO	122,212	1,601	1.31%	2,376	248
BLACKWOOD	8,407	1,601	19.04%	2,377	4,213
VENEY	2,016	1,600	79.37%	2,378	14,739
KELLAM	4,323	1,600	37.01%	2,379	7,680
DACOSTA	6,679	1,599	23.94%	2,380	5,224
BRUTUS	1,797	1,597	88.87%	2,381	16,108
YEBOAH	1,653	1,595	96.49%	2,382	17,142
FORRESTER	13,878	1,595	11.49%	2,383	2,596
GUESS	7,871	1,594	20.25%	2,384	4,507
MOHAMUD	1,667	1,594	95.62%	2,385	17,040
DANSBY	3,019	1,593	52.77%	2,386	10,607
HIBBERT	4,037	1,592	39.44%	2,387	8,220
LOWRY	24,895	1,591	6.39%	2,388	1,428
ROSEBORO	1,798	1,591	88.49%	2,389	16,100
SCURRY	2,321	1,590	68.50%	2,390	13,171
HONORE	2,191	1,590	72.57%	2,391	13,798
GALE	15,866	1,590	10.02%	2,392	2,296
SELBY	11,908	1,589	13.34%	2,393	3,008
SEABROOK	2,859	1,589	55.58%	2,394	11,101
MEADE	22,091	1,588	7.19%	2,395	1,631
SPURLOCK	12,141	1,588	13.08%	2,396	2,957
KELLUM	6,136	1,587	25.86%	2,397	5,658
MARBURY	2,316	1,587	68.52%	2,398	13,195
MWANGI	1,675	1,585	94.63%	2,399	16,968
FARRINGTON	9,211	1,584	17.20%	2,400	3,844
FALLS	7,250	1,584	21.85%	2,401	4,865
SHANKLIN	3,804	1,582	41.59%	2,402	8,645
BROADUS	3,156	1,581	50.10%	2,403	10,211
BOULWARE	3,903	1,580	40.48%	2,404	8,464
CUFFEE	1,823	1,580	86.67%	2,405	15,938
ENGLAND	29,926	1,580	5.28%	2,406	1,174
BAIN	17,371	1,577	9.08%	2,407	2,082
GRUBBS	15,773	1,576	9.99%	2,408	2,316
TILLER	7,954	1,576	19.81%	2,409	4,463
BOUDREAUX	15,976	1,575	9.86%	2,410	2,282
BUNN	11,180	1,575	14.09%	2,411	3,230
THURSTON	15,234	1,574	10.33%	2,412	2,385
WASH	3,324	1,574	47.35%	2,413	9,751
NICKENS	3,246	1,573	48.46%	2,414	9,940
WAITE	18,664	1,573	8.43%	2,415	1,936
BEATY	12,869	1,573	12.22%	2,416	2,800
JEANCHARLES	1,681	1,573	93.58%	2,417	16,926
CASIMIR	1,936	1,572	81.20%	2,418	15,217
CHARLTON	10,555	1,572	14.89%	2,419	3,383
SATTERFIELD	14,023	1,571	11.20%	2,420	2,577
SEXTON	43,133	1,570	3.64%	2,421	804
KINCAID	18,075	1,569	8.68%	2,422	2,000
STANFIELD	11,229	1,569	13.97%	2,423	3,215
HATTON	12,090	1,568	12.97%	2,424	2,966
DAUGHERTY	34,987	1,567	4.48%	2,425	997
WEEKES	3,070	1,567	51.04%	2,426	10,468
SYDNOR	2,751	1,566	56.92%	2,427	11,448
LOGGINS	5,109	1,565	30.63%	2,428	6,630
CHALMERS	6,166	1,564	25.36%	2,429	5,637
DOMINIQUE	2,943	1,563	53.11%	2,430	10,822
PARROTT	13,753	1,560	11.34%	2,431	2,620
EDGE	11,556	1,559	13.49%	2,432	3,119
LEVERETT	4,527	1,559	34.44%	2,433	7,359
WADLEY	3,968	1,559	39.29%	2,434	8,342
DRAKEFORD	1,793	1,559	86.95%	2,435	16,136
STRAUGHTER	1,725	1,559	90.38%	2,436	16,624
BARNWELL	4,781	1,558	32.59%	2,437	7,006
DISMUKE	2,676	1,557	58.18%	2,438	11,714
BECTON	2,634	1,557	59.11%	2,439	11,886
ISMAIL	6,126	1,556	25.40%	2,440	5,668
WINSLOW	14,056	1,555	11.06%	2,441	2,570
SLACK	13,377	1,554	11.62%	2,442	2,692
LENNON	10,720	1,554	14.50%	2,443	3,343
DERRICK	9,365	1,554	16.59%	2,444	3,779
MATHIEU	5,483	1,551	28.29%	2,445	6,232
NUR	1,835	1,550	84.47%	2,446	15,857
ZENO	3,055	1,549	50.70%	2,447	10,505
RODRIGUES	31,280	1,548	4.95%	2,448	1,122
ROSEMOND	2,024	1,547	76.43%	2,449	14,691
GAFFNEY	12,805	1,546	12.07%	2,450	2,819
FITTS	6,014	1,546	25.71%	2,451	5,762
ROMAIN	2,946	1,545	52.44%	2,452	10,812
WILLIE	5,025	1,544	30.73%	2,453	6,720
GREENLEE	9,048	1,544	17.06%	2,454	3,933
LYLE	13,192	1,541	11.68%	2,455	2,731
BROOME	10,133	1,541	15.21%	2,456	3,522
SUMLIN	2,070	1,541	74.44%	2,457	14,434
STACKHOUSE	5,844	1,540	26.35%	2,458	5,906
WICKER	10,321	1,538	14.90%	2,459	3,462
KEELS	2,843	1,536	54.03%	2,460	11,138
HAROLD	6,141	1,535	25.00%	2,461	5,651
POSTELL	3,080	1,534	49.81%	2,462	10,445
BATSON	8,951	1,534	17.14%	2,463	3,972
MALVEAUX	1,719	1,534	89.24%	2,464	16,662
ROBISON	25,450	1,532	6.02%	2,465	1,392
ROANE	3,370	1,531	45.43%	2,466	9,632
TREADWELL	5,851	1,531	26.17%	2,467	5,897
GAMBRELL	5,190	1,531	29.50%	2,468	6,530
PURIFOY	2,511	1,529	60.89%	2,469	12,389
OBRIEN	118,557	1,529	1.29%	2,470	258
AJAYI	1,610	1,529	94.97%	2,471	17,502
OLIPHANT	5,808	1,527	26.29%	2,472	5,931
APPIAH	1,643	1,526	92.88%	2,473	17,239
MCDOUGALD	3,122	1,525	48.85%	2,474	10,320
PURCELL	22,383	1,524	6.81%	2,475	1,599
SHAFFER	59,943	1,523	2.54%	2,476	560
AMMONS	8,904	1,523	17.10%	2,477	3,989
GUEST	9,483	1,522	16.05%	2,478	3,737
PRIOLEAU	1,659	1,522	91.74%	2,479	17,104
WHEATON	9,202	1,521	16.53%	2,480	3,847
BROOMFIELD	2,715	1,521	56.02%	2,481	11,578
PRIMUS	2,613	1,521	58.21%	2,482	11,960
SHARIF	3,879	1,519	39.16%	2,483	8,493
BABB	12,794	1,517	11.86%	2,484	2,820
ASANTE	1,596	1,514	94.86%	2,485	17,605
TALTON	3,519	1,512	42.97%	2,486	9,253
TWITTY	2,947	1,508	51.17%	2,487	10,809
BONAPARTE	2,274	1,507	66.27%	2,488	13,397
HAINES	29,462	1,506	5.11%	2,489	1,201
BRISTER	6,123	1,505	24.58%	2,490	5,669
PEAVY	5,016	1,505	30.00%	2,491	6,726
DEMPSEY	26,863	1,504	5.60%	2,492	1,308
LEA	9,180	1,504	16.38%	2,493	3,863
SAXTON	9,509	1,503	15.81%	2,494	3,726
JORDON	4,052	1,502	37.07%	2,495	8,184
MATTISON	7,485	1,501	20.05%	2,496	4,737
FUNDERBURK	6,058	1,501	24.78%	2,497	5,725
RAPHAEL	4,366	1,501	34.38%	2,498	7,614
LEIGH	10,213	1,500	14.69%	2,499	3,499
ELIE	2,767	1,498	54.14%	2,500	11,395
BEACH	30,867	1,497	4.85%	2,501	1,137
LAFLEUR	9,430	1,497	15.87%	2,502	3,755
HUMES	6,093	1,497	24.57%	2,503	5,689
ESKRIDGE	3,969	1,495	37.67%	2,504	8,341
SPILLER	5,418	1,493	27.56%	2,505	6,304
EWELL	4,794	1,493	31.14%	2,506	6,988
MCCOWAN	4,510	1,493	33.10%	2,507	7,386
OLDS	7,670	1,493	19.47%	2,508	4,627
JEWELL	23,187	1,491	6.43%	2,509	1,550
OUSLEY	4,751	1,491	31.38%	2,510	7,048
DONNELL	6,494	1,490	22.94%	2,511	5,361
WHETSTONE	6,064	1,490	24.57%	2,512	5,721
DUNNING	10,784	1,490	13.82%	2,513	3,330
TWYMAN	3,046	1,490	48.92%	2,514	10,531
BARNETTE	8,480	1,487	17.54%	2,515	4,178
BUNDY	12,065	1,486	12.32%	2,516	2,971
DOUGHTY	11,880	1,486	12.51%	2,517	3,019
DUFF	16,536	1,485	8.98%	2,518	2,202
BINNS	4,178	1,485	35.54%	2,519	7,923
HARDRICK	1,843	1,485	80.58%	2,520	15,800
DANGERFIELD	3,087	1,484	48.07%	2,521	10,424
NALLS	2,648	1,483	56.00%	2,522	11,818
CUMBERBATCH	1,758	1,483	84.36%	2,523	16,376
LEVINE	33,637	1,483	4.41%	2,524	1,032
CARRUTHERS	5,367	1,483	27.63%	2,525	6,351
BACCHUS	3,325	1,482	44.57%	2,526	9,747
SIMEON	2,690	1,482	55.09%	2,527	11,653
DADE	2,364	1,482	62.69%	2,528	12,986
DOW	15,472	1,482	9.58%	2,529	2,356
CRAIN	17,650	1,481	8.39%	2,530	2,038
COFFEE	6,223	1,480	23.78%	2,531	5,585
KEENE	17,711	1,479	8.35%	2,532	2,032
RAYNOR	7,770	1,478	19.02%	2,533	4,563
ATWATER	4,289	1,478	34.46%	2,534	7,739
HERRINGTON	14,498	1,477	10.19%	2,535	2,491
ZANDERS	2,040	1,477	72.40%	2,536	14,591
FOXWORTH	3,469	1,477	42.58%	2,537	9,378
PEAY	3,256	1,477	45.36%	2,538	9,919
HARTSFIELD	4,192	1,476	35.21%	2,539	7,898
BINION	3,581	1,475	41.19%	2,540	9,119
NELMS	7,303	1,474	20.18%	2,541	4,833
GRANDISON	1,749	1,474	84.28%	2,542	16,444
DUBOIS	23,366	1,472	6.30%	2,543	1,539
ADAMSON	16,515	1,471	8.91%	2,544	2,205
BECKWITH	11,876	1,471	12.39%	2,545	3,020
EARLE	8,672	1,471	16.96%	2,546	4,095
BREEDLOVE	9,075	1,469	16.19%	2,547	3,914
DUNKLEY	3,049	1,469	48.18%	2,548	10,520
BLALOCK	11,493	1,467	12.76%	2,549	3,145
OLIVIER	6,400	1,467	22.92%	2,550	5,438
MCCLELLAND	14,092	1,466	10.40%	2,551	2,564
CLAYBORN	2,954	1,465	49.59%	2,552	10,795
HOLLIE	2,351	1,465	62.31%	2,553	13,057
BELLINGER	5,825	1,464	25.13%	2,554	5,917
DEANS	4,087	1,464	35.82%	2,555	8,113
JESSIE	3,916	1,464	37.39%	2,556	8,435
SHACKLEFORD	3,751	1,463	39.00%	2,557	8,746
ELAMIN	1,716	1,463	85.26%	2,558	16,687
BUFFORD	2,596	1,463	56.36%	2,559	12,025
OWEN	61,630	1,461	2.37%	2,560	543
CARDWELL	11,791	1,461	12.39%	2,561	3,037
FERDINAND	2,690	1,460	54.28%	2,562	11,653
PRYCE	2,587	1,460	56.44%	2,563	12,055
SAULS	6,490	1,460	22.50%	2,564	5,364
GLAZE	7,022	1,458	20.76%	2,565	5,005
JEANFRANCOIS	1,554	1,458	93.82%	2,566	17,975
NOWLIN	6,692	1,457	21.77%	2,567	5,216
MASSENBURG	1,704	1,456	85.45%	2,568	16,765
FRISON	2,140	1,455	67.99%	2,569	14,064
BATEMAN	19,001	1,455	7.66%	2,570	1,893
HARDNETT	1,570	1,454	92.61%	2,571	17,823
PRITCHARD	23,549	1,453	6.17%	2,572	1,523
HUBERT	10,380	1,453	14.00%	2,573	3,439
TRAPP	9,294	1,453	15.63%	2,574	3,813
CARY	11,506	1,452	12.62%	2,575	3,138
HYPPOLITE	1,567	1,452	92.66%	2,576	17,851
SPINKS	5,868	1,452	24.74%	2,577	5,881
OTIS	7,549	1,451	19.22%	2,578	4,699
WINSTEAD	8,756	1,451	16.57%	2,579	4,054
GRAYER	1,811	1,450	80.07%	2,580	16,022
GRIFFITHS	14,805	1,449	9.79%	2,581	2,444
BRATCHER	9,301	1,449	15.58%	2,582	3,807
FILSAIME	1,571	1,448	92.17%	2,583	17,818
BLOW	3,590	1,447	40.31%	2,584	9,100
EMERY	25,839	1,447	5.60%	2,585	1,365
BOOTHE	8,656	1,446	16.71%	2,586	4,100
SHOCKLEY	12,504	1,445	11.56%	2,587	2,877
TALIAFERRO	3,959	1,445	36.50%	2,588	8,364
THOMASON	20,478	1,444	7.05%	2,589	1,751
RICHEY	18,296	1,444	7.89%	2,590	1,977
MOONEY	33,555	1,443	4.30%	2,591	1,033
HILAIRE	1,682	1,443	85.79%	2,592	16,919
PECK	40,055	1,442	3.60%	2,593	864
CATCHINGS	1,959	1,441	73.56%	2,594	15,063
EDISON	4,015	1,438	35.82%	2,595	8,250
FOXX	3,080	1,437	46.66%	2,596	10,445
MIKELL	3,048	1,435	47.08%	2,597	10,525
WALDON	4,190	1,435	34.25%	2,598	7,900
SEALY	3,564	1,435	40.26%	2,599	9,155
ARNETT	16,499	1,435	8.70%	2,600	2,206
KELSEY	14,456	1,435	9.93%	2,601	2,501
MCMORRIS	3,049	1,434	47.03%	2,602	10,520
KAY	24,337	1,433	5.89%	2,603	1,467
FOREST	5,076	1,433	28.23%	2,604	6,661
WADDY	1,844	1,433	77.71%	2,605	15,792
PHILIPPE	2,121	1,432	67.52%	2,606	14,160
ISAACS	14,951	1,432	9.58%	2,607	2,422
MOREHEAD	7,653	1,432	18.71%	2,608	4,636
FOGLE	10,434	1,431	13.71%	2,609	3,419
BARTHOLOMEW	15,339	1,425	9.29%	2,610	2,374
FLINT	15,123	1,425	9.42%	2,611	2,399
CORBITT	6,002	1,425	23.74%	2,612	5,773
NORTHERN	3,643	1,425	39.12%	2,613	8,981
PEELE	4,373	1,424	32.56%	2,614	7,600
STROZIER	2,039	1,424	69.84%	2,615	14,599
RAVENELL	1,520	1,423	93.62%	2,616	18,272
GRISSETT	2,769	1,422	51.35%	2,617	11,388
HARP	13,646	1,421	10.41%	2,618	2,638
HERMAN	41,750	1,420	3.40%	2,619	826
HASTINGS	28,015	1,420	5.07%	2,620	1,253
BADGER	7,987	1,420	17.78%	2,621	4,442
KEITA	1,517	1,420	93.61%	2,622	18,296
TRUSS	2,297	1,420	61.82%	2,623	13,278
BANNER	5,739	1,419	24.73%	2,624	5,990
SAINTLOUIS	1,562	1,419	90.85%	2,625	17,896
UPCHURCH	9,922	1,418	14.29%	2,626	3,587
FURLOW	3,237	1,417	43.78%	2,627	9,966
REDDEN	9,067	1,416	15.62%	2,628	3,919
KIRKPATRICK	26,251	1,415	5.39%	2,629	1,344
BRISTOL	7,694	1,415	18.39%	2,630	4,611
BEKELE	1,506	1,415	93.96%	2,631	18,385
TANKSLEY	3,325	1,414	42.53%	2,632	9,747
WYNTER	1,684	1,413	83.91%	2,633	16,909
WEBER	109,433	1,412	1.29%	2,634	283
WOODLAND	4,280	1,412	32.99%	2,635	7,758
HUGHEY	6,830	1,411	20.66%	2,636	5,124
ALBRITTON	6,737	1,411	20.94%	2,637	5,192
REDMAN	13,028	1,411	10.83%	2,638	2,770
PURYEAR	4,339	1,410	32.50%	2,639	7,655
SISTRUNK	3,188	1,409	44.20%	2,640	10,103
EAST	12,684	1,409	11.11%	2,641	2,843
ALBRIGHT	25,189	1,408	5.59%	2,642	1,410
BENT	4,785	1,408	29.43%	2,643	7,001
SORRELL	8,641	1,407	16.28%	2,644	4,104
TADESSE	1,465	1,407	96.04%	2,645	18,734
FULMORE	1,639	1,406	85.78%	2,646	17,274
BETTIS	5,931	1,406	23.71%	2,647	5,829
GOODLOE	2,684	1,406	52.38%	2,648	11,679
MCCALLA	3,326	1,405	42.24%	2,649	9,745
GUMBS	1,885	1,405	74.54%	2,650	15,527
GREENIDGE	1,642	1,404	85.51%	2,651	17,249
ALVAREZ	233,983	1,404	0.60%	2,652	92
LUNSFORD	16,962	1,404	8.28%	2,653	2,137
HEADLEY	9,250	1,404	15.18%	2,654	3,830
SQUIRE	5,349	1,404	26.25%	2,655	6,363
DOWNER	5,277	1,404	26.61%	2,656	6,436
BRELAND	5,510	1,403	25.46%	2,657	6,209
BONEY	3,789	1,403	37.03%	2,658	8,673
MORMAN	3,640	1,400	38.46%	2,659	8,989
KABA	1,991	1,400	70.32%	2,660	14,870
NEIL	10,228	1,399	13.68%	2,661	3,496
LAY	18,468	1,398	7.57%	2,662	1,957
FANT	4,111	1,398	34.01%	2,663	8,055
SENIOR	3,864	1,398	36.18%	2,664	8,518
TURMAN	5,155	1,397	27.10%	2,665	6,570
PLATT	18,022	1,397	7.75%	2,666	2,006
TEAL	8,937	1,397	15.63%	2,667	3,976
MEEKINS	3,347	1,397	41.74%	2,668	9,692
RENDER	2,913	1,397	47.96%	2,669	10,924
HUEY	9,800	1,396	14.24%	2,670	3,625
ELLIOT	8,518	1,396	16.39%	2,671	4,160
PEPPERS	5,171	1,394	26.96%	2,672	6,551
SHELLEY	14,300	1,393	9.74%	2,673	2,533
SWINT	3,159	1,392	44.06%	2,674	10,199
WORLEY	25,758	1,391	5.40%	2,675	1,370
BRIDGEWATER	3,857	1,391	36.06%	2,676	8,532
GARMON	5,403	1,390	25.73%	2,677	6,318
SCARLETT	4,590	1,390	30.28%	2,678	7,261
NABORS	5,718	1,389	24.29%	2,679	6,017
REMY	3,784	1,389	36.71%	2,680	8,681
CEASER	1,911	1,389	72.68%	2,681	15,347
ERWIN	22,496	1,388	6.17%	2,682	1,594
KEITT	1,765	1,386	78.53%	2,683	16,327
SALAAM	1,552	1,386	89.30%	2,684	17,992
ZACHARY	6,724	1,386	20.61%	2,685	5,198
HASSELL	6,273	1,385	22.08%	2,686	5,538
