Last Name/Surname	Total1	White2	Percentage3	Rank4	U.S. Rank5
LENZ	11,191	10,589	94.62%	2,193	3,226
GARY	22,310	10,577	47.41%	2,194	1,612
BLACKMON	22,130	10,576	47.79%	2,195	1,628
BEATY	12,869	10,562	82.07%	2,196	2,800
KECK	11,186	10,557	94.38%	2,197	3,227
HARKINS	11,662	10,552	90.48%	2,198	3,080
CHANCE	14,256	10,551	74.01%	2,199	2,540
LAYNE	13,367	10,548	78.91%	2,200	2,697
NEW	11,903	10,548	88.62%	2,201	3,011
MCCURDY	12,463	10,547	84.63%	2,202	2,880
COLBERT	22,940	10,532	45.91%	2,203	1,570
KEEFE	11,028	10,526	95.45%	2,204	3,275
BYRNES	11,039	10,523	95.33%	2,205	3,271
LEAHY	11,014	10,508	95.41%	2,206	3,280
COLBY	11,278	10,507	93.16%	2,207	3,204
BABB	12,794	10,506	82.12%	2,208	2,820
BARBOUR	14,451	10,499	72.65%	2,209	2,504
KROLL	11,098	10,488	94.50%	2,210	3,253
JOY	13,413	10,482	78.15%	2,211	2,684
WATERMAN	12,177	10,482	86.08%	2,212	2,947
WALLIS	11,594	10,482	90.41%	2,213	3,104
MCGHEE	23,461	10,471	44.63%	2,214	1,529
SELL	11,014	10,469	95.05%	2,215	3,280
JOINER	16,349	10,467	64.02%	2,216	2,228
DORMAN	11,739	10,457	89.08%	2,217	3,053
HARTMANN	11,000	10,453	95.03%	2,218	3,286
MELLO	11,670	10,452	89.56%	2,219	3,076
KEELER	11,546	10,451	90.52%	2,220	3,124
BEERS	11,043	10,447	94.60%	2,221	3,268
PALUMBO	11,005	10,445	94.91%	2,222	3,285
REEDY	11,884	10,431	87.77%	2,223	3,017
SHOCKLEY	12,504	10,423	83.36%	2,224	2,877
BUTTERFIELD	11,468	10,423	90.89%	2,225	3,152
ROYER	11,279	10,422	92.40%	2,226	3,203
CRISP	12,741	10,414	81.74%	2,227	2,830
MARION	14,777	10,413	70.47%	2,228	2,446
VEST	11,405	10,412	91.29%	2,229	3,164
MEANS	16,203	10,409	64.24%	2,230	2,247
ALI	60,002	10,398	17.33%	2,231	559
EDGAR	11,895	10,397	87.41%	2,232	3,014
LAWS	14,511	10,391	71.61%	2,233	2,486
DOWDY	13,468	10,391	77.15%	2,234	2,678
ELLER	11,103	10,389	93.57%	2,235	3,250
WELLMAN	11,260	10,383	92.21%	2,236	3,208
PARENT	11,193	10,376	92.70%	2,237	3,225
CABRAL	23,128	10,366	44.82%	2,238	1,557
WING	12,614	10,362	82.15%	2,239	2,858
NESS	11,037	10,362	93.88%	2,240	3,272
KUNTZ	10,848	10,351	95.42%	2,241	3,307
FORSYTHE	11,489	10,348	90.07%	2,242	3,147
HOUGHTON	11,184	10,347	92.52%	2,243	3,228
HARWOOD	11,238	10,342	92.03%	2,244	3,212
LYMAN	11,664	10,334	88.60%	2,245	3,079
OTOOLE	10,842	10,334	95.31%	2,246	3,309
GUINN	12,577	10,332	82.15%	2,247	2,868
TONEY	18,787	10,329	54.98%	2,248	1,919
BOOKER	36,840	10,326	28.03%	2,249	941
CARL	11,689	10,300	88.12%	2,250	3,071
SISSON	11,380	10,297	90.48%	2,251	3,177
SEIBERT	10,826	10,296	95.10%	2,252	3,312
MORTENSEN	11,013	10,295	93.48%	2,253	3,282
GREENFIELD	11,922	10,287	86.29%	2,254	3,007
BOEHM	10,730	10,280	95.81%	2,255	3,340
ELIAS	24,696	10,271	41.59%	2,256	1,443
EASON	17,714	10,262	57.93%	2,257	2,031
EARLY	14,014	10,262	73.23%	2,258	2,578
REITER	10,802	10,261	94.99%	2,259	3,319
NAGLE	10,963	10,254	93.53%	2,260	3,292
EASLEY	16,459	10,246	62.25%	2,261	2,212
SEELEY	11,061	10,224	92.43%	2,262	3,264
HAMEL	10,944	10,223	93.41%	2,263	3,294
SALTER	14,641	10,214	69.76%	2,264	2,462
WENGER	10,596	10,210	96.36%	2,265	3,369
LARUE	11,757	10,205	86.80%	2,266	3,047
CHOATE	11,372	10,200	89.69%	2,267	3,179
WILDE	10,766	10,189	94.64%	2,268	3,332
LOPES	18,310	10,186	55.63%	2,269	1,976
LOYD	13,547	10,181	75.15%	2,270	2,662
BACH	11,999	10,178	84.82%	2,271	2,986
CARMAN	11,302	10,168	89.97%	2,272	3,198
CHAMPAGNE	12,023	10,167	84.56%	2,273	2,982
HANNON	11,893	10,163	85.45%	2,274	3,016
NOE	11,182	10,161	90.87%	2,275	3,229
DRURY	10,721	10,156	94.73%	2,276	3,342
MULLIN	11,103	10,153	91.44%	2,277	3,250
ELROD	10,851	10,149	93.53%	2,278	3,305
MAYBERRY	14,326	10,140	70.78%	2,279	2,527
GARVEY	11,307	10,134	89.63%	2,280	3,196
HITE	11,810	10,133	85.80%	2,281	3,034
PEPPER	11,374	10,133	89.09%	2,282	3,178
RADFORD	12,956	10,132	78.20%	2,283	2,785
PAXTON	11,754	10,130	86.18%	2,284	3,049
BREEDEN	11,395	10,121	88.82%	2,285	3,169
SCHROCK	10,549	10,121	95.94%	2,286	3,386
SWITZER	11,114	10,109	90.96%	2,287	3,248
BIGELOW	11,650	10,108	86.76%	2,288	3,086
WYMAN	11,051	10,097	91.37%	2,289	3,265
GALVIN	11,882	10,084	84.87%	2,290	3,018
MCCLOSKEY	10,756	10,082	93.73%	2,291	3,336
CUSTER	10,790	10,079	93.41%	2,292	3,324
HIGHTOWER	20,065	10,077	50.22%	2,293	1,787
CHRISTENSON	10,707	10,075	94.10%	2,294	3,346
KIMMEL	10,528	10,073	95.68%	2,295	3,396
CARLIN	12,035	10,072	83.69%	2,296	2,977
WILBURN	14,928	10,069	67.45%	2,297	2,428
BIRCH	12,161	10,068	82.79%	2,298	2,954
SALMON	14,511	10,066	69.37%	2,299	2,486
HELM	11,649	10,064	86.39%	2,300	3,087
MORLEY	11,028	10,062	91.24%	2,301	3,275
HARGROVE	20,360	10,058	49.40%	2,302	1,764
ZELLER	10,595	10,058	94.93%	2,303	3,370
MILAM	11,787	10,057	85.32%	2,304	3,038
ROSA	33,521	10,056	30.00%	2,305	1,035
SHELL	13,369	10,049	75.17%	2,306	2,696
HAGGERTY	11,320	10,043	88.72%	2,307	3,194
LIBBY	10,631	10,039	94.43%	2,308	3,360
ANDRADE	65,037	10,035	15.43%	2,309	516
SKIDMORE	10,841	10,033	92.55%	2,310	3,310
OSHEA	10,531	10,033	95.27%	2,311	3,395
BULL	11,646	10,030	86.12%	2,312	3,088
ALLAN	11,867	10,023	84.46%	2,313	3,022
FLANNERY	10,497	10,023	95.48%	2,314	3,409
SAGE	11,207	10,021	89.42%	2,315	3,222
CLOUD	14,555	10,017	68.82%	2,316	2,478
LEMKE	10,501	10,014	95.36%	2,317	3,406
GROGAN	11,400	10,009	87.80%	2,318	3,165
SEIFERT	10,499	10,008	95.32%	2,319	3,408
LAWTON	13,713	10,002	72.94%	2,320	2,630
BERTRAND	12,461	10,001	80.26%	2,321	2,881
BAYER	10,544	9,995	94.79%	2,322	3,389
HARDESTY	10,817	9,993	92.38%	2,323	3,316
PAULEY	10,809	9,993	92.45%	2,324	3,317
FORMAN	11,894	9,992	84.01%	2,325	3,015
LANKFORD	11,834	9,986	84.38%	2,326	3,028
CURRIER	10,513	9,984	94.97%	2,327	3,403
STRAND	11,051	9,981	90.32%	2,328	3,265
BRINKMAN	10,432	9,979	95.66%	2,329	3,421
MENDOZA	242,771	9,978	4.11%	2,330	88
SPURLOCK	12,141	9,977	82.18%	2,331	2,957
MCADAMS	11,547	9,966	86.31%	2,332	3,122
SMALLEY	11,737	9,958	84.84%	2,333	3,055
CHESTER	15,066	9,951	66.05%	2,334	2,408
PATTEN	11,730	9,951	84.83%	2,335	3,059
FONTAINE	11,901	9,942	83.54%	2,336	3,012
NEEDHAM	10,983	9,928	90.39%	2,337	3,289
LINTON	14,354	9,927	69.16%	2,338	2,524
REICHERT	10,345	9,927	95.96%	2,339	3,453
MOREY	10,894	9,922	91.08%	2,340	3,298
WYLIE	11,975	9,916	82.81%	2,341	2,993
TURPIN	11,937	9,911	83.03%	2,342	3,005
ANDREW	13,764	9,909	71.99%	2,343	2,617
WOLFORD	10,789	9,908	91.83%	2,344	3,326
BUNDY	12,065	9,907	82.11%	2,345	2,971
SNEED	17,804	9,904	55.63%	2,346	2,027
NEVILLE	11,739	9,903	84.36%	2,347	3,053
LUNDY	14,850	9,900	66.67%	2,348	2,439
STILL	12,354	9,900	80.14%	2,349	2,904
GOSSETT	11,389	9,899	86.92%	2,350	3,170
BURDETTE	11,284	9,899	87.73%	2,351	3,200
HORAN	10,711	9,897	92.40%	2,352	3,345
BEHRENS	10,524	9,887	93.95%	2,353	3,398
NOLL	10,374	9,883	95.27%	2,354	3,442
CLAWSON	10,631	9,871	92.85%	2,355	3,360
CARBONE	10,591	9,871	93.20%	2,356	3,371
ASHTON	12,263	9,870	80.49%	2,357	2,922
MENARD	11,543	9,867	85.48%	2,358	3,126
CRIST	10,518	9,860	93.74%	2,359	3,401
SCARBOROUGH	12,252	9,856	80.44%	2,360	2,925
SOUTH	11,178	9,853	88.15%	2,361	3,231
ADAM	13,574	9,852	72.58%	2,362	2,654
BRANSON	11,587	9,852	85.03%	2,363	3,106
AYRES	11,139	9,852	88.45%	2,364	3,241
DUNAWAY	10,798	9,848	91.20%	2,365	3,320
BREAUX	12,705	9,846	77.50%	2,366	2,842
DEVORE	11,445	9,844	86.01%	2,367	3,157
KOZLOWSKI	10,358	9,840	95.00%	2,368	3,449
MUIR	11,130	9,829	88.31%	2,369	3,245
HEALEY	10,370	9,829	94.78%	2,370	3,445
SOMERS	10,762	9,825	91.29%	2,371	3,333
PHELAN	10,562	9,821	92.98%	2,372	3,382
GLICK	10,196	9,821	96.32%	2,373	3,506
HATTON	12,090	9,819	81.22%	2,374	2,966
HIGH	13,961	9,817	70.32%	2,375	2,585
BOYLES	11,156	9,817	88.00%	2,376	3,236
PENN	19,409	9,813	50.56%	2,377	1,849
HANLON	10,278	9,810	95.45%	2,378	3,476
WALDROP	10,503	9,808	93.38%	2,379	3,405
RAGAN	11,081	9,804	88.48%	2,380	3,258
KOONTZ	10,538	9,800	93.00%	2,381	3,392
BECKWITH	11,876	9,794	82.47%	2,382	3,020
GARZA	147,005	9,791	6.66%	2,383	186
KEEGAN	10,354	9,785	94.50%	2,384	3,450
GERMAN	16,661	9,773	58.66%	2,385	2,182
COMSTOCK	10,390	9,773	94.06%	2,386	3,437
MORRELL	11,700	9,772	83.52%	2,387	3,065
WARDEN	11,135	9,770	87.74%	2,388	3,244
BROCKMAN	11,204	9,758	87.09%	2,389	3,223
SAGER	10,541	9,755	92.54%	2,390	3,390
ALMEIDA	16,760	9,753	58.19%	2,391	2,166
HADDAD	10,804	9,751	90.25%	2,392	3,318
MCINTIRE	10,566	9,749	92.27%	2,393	3,380
CONTI	10,526	9,743	92.56%	2,394	3,397
WAUGH	11,387	9,738	85.52%	2,395	3,171
ZEIGLER	13,135	9,734	74.11%	2,396	2,742
DUKES	22,187	9,733	43.87%	2,397	1,622
MEDLIN	10,750	9,729	90.50%	2,398	3,338
EDMONDSON	13,524	9,726	71.92%	2,399	2,667
SEVERSON	10,391	9,723	93.57%	2,400	3,436
FANNING	11,007	9,716	88.27%	2,401	3,284
WEILER	10,160	9,712	95.59%	2,402	3,515
DOUGHTY	11,880	9,705	81.69%	2,403	3,019
MCALISTER	11,665	9,695	83.11%	2,404	3,078
LIVELY	11,026	9,695	87.93%	2,405	3,279
GARDINER	11,331	9,693	85.54%	2,406	3,192
WESLEY	23,135	9,684	41.86%	2,407	1,555
LOVELACE	13,787	9,681	70.22%	2,408	2,613
GLASER	10,235	9,681	94.59%	2,409	3,493
MILTON	20,703	9,679	46.75%	2,410	1,732
SELBY	11,908	9,673	81.23%	2,411	3,008
TINSLEY	15,442	9,671	62.63%	2,412	2,361
CARDWELL	11,791	9,669	82.00%	2,413	3,037
LOGSDON	10,242	9,669	94.41%	2,414	3,491
STOVALL	16,827	9,667	57.45%	2,415	2,155
WATTERS	11,569	9,667	83.56%	2,416	3,113
LAFFERTY	10,373	9,659	93.12%	2,417	3,443
AHRENS	10,182	9,654	94.81%	2,418	3,508
HIATT	10,247	9,648	94.15%	2,419	3,486
OVERSTREET	12,342	9,647	78.16%	2,420	2,907
FULTZ	11,342	9,646	85.05%	2,421	3,187
DUCKWORTH	12,080	9,643	79.83%	2,422	2,968
MCMILLEN	10,371	9,639	92.94%	2,423	3,444
JEFFERSON	55,179	9,629	17.45%	2,424	615
SCRUGGS	15,808	9,629	60.91%	2,425	2,310
LINDBERG	10,149	9,625	94.84%	2,426	3,516
BRASWELL	13,838	9,624	69.55%	2,427	2,605
BOUDREAU	10,103	9,624	95.26%	2,428	3,534
MEADOR	10,292	9,622	93.49%	2,429	3,474
CLARY	11,139	9,617	86.34%	2,430	3,241
SCHWEITZER	10,068	9,610	95.45%	2,431	3,544
GASTON	19,502	9,607	49.26%	2,432	1,837
KIRCHNER	10,044	9,598	95.56%	2,433	3,554
DAILY	11,276	9,594	85.08%	2,434	3,205
RAGSDALE	12,227	9,593	78.46%	2,435	2,932
MEDLEY	13,630	9,587	70.34%	2,436	2,641
INGLE	10,497	9,587	91.33%	2,437	3,409
PARRY	10,555	9,583	90.79%	2,438	3,383
MORIARTY	10,005	9,582	95.77%	2,439	3,564
CHAPIN	10,175	9,581	94.16%	2,440	3,510
HAWTHORNE	16,758	9,579	57.16%	2,441	2,167
ELAM	14,138	9,576	67.73%	2,442	2,556
CAPUTO	10,257	9,570	93.30%	2,443	3,483
HINDS	15,337	9,569	62.39%	2,444	2,375
MCRAE	18,156	9,568	52.70%	2,445	1,987
BETZ	10,120	9,564	94.51%	2,446	3,527
MCARTHUR	12,683	9,557	75.35%	2,447	2,844
STEPP	10,571	9,556	90.40%	2,448	3,376
MARTINS	11,751	9,551	81.28%	2,449	3,050
QUINLAN	10,302	9,548	92.68%	2,450	3,469
CRIDER	10,621	9,540	89.82%	2,451	3,362
MARTENS	10,096	9,539	94.48%	2,452	3,540
MCNEELY	11,350	9,537	84.03%	2,453	3,183
KASPER	10,064	9,537	94.76%	2,454	3,545
HAMMONS	11,273	9,532	84.56%	2,455	3,206
AUGUSTINE	14,268	9,531	66.80%	2,456	2,536
PFEIFER	10,109	9,521	94.18%	2,457	3,533
KINDER	10,539	9,519	90.32%	2,458	3,391
DUMAS	17,442	9,511	54.53%	2,459	2,076
BEAUCHAMP	11,865	9,506	80.12%	2,460	3,023
ZOOK	9,824	9,504	96.74%	2,461	3,613
BRODERICK	10,504	9,501	90.45%	2,462	3,404
GROFF	9,889	9,498	96.05%	2,463	3,599
LAYMAN	10,038	9,494	94.58%	2,464	3,556
HARLAN	11,339	9,493	83.72%	2,465	3,188
BEAULIEU	10,695	9,492	88.75%	2,466	3,349
MONK	12,103	9,491	78.42%	2,467	2,964
MOE	11,150	9,486	85.08%	2,468	3,238
FERRY	10,312	9,482	91.95%	2,469	3,467
HERRERA	192,711	9,481	4.92%	2,470	129
STATON	14,413	9,479	65.77%	2,471	2,514
BARKLEY	13,051	9,479	72.63%	2,472	2,764
MARR	10,724	9,474	88.34%	2,473	3,341
WIRTH	9,907	9,456	95.45%	2,474	3,592
FUGATE	10,375	9,449	91.07%	2,475	3,441
HARTER	10,020	9,449	94.30%	2,476	3,559
SOWERS	10,198	9,448	92.65%	2,477	3,504
SHORE	10,130	9,448	93.27%	2,478	3,523
MAPLES	10,603	9,441	89.04%	2,479	3,367
GRISWOLD	10,417	9,441	90.63%	2,480	3,427
COWART	11,621	9,439	81.22%	2,481	3,095
KUNZ	9,953	9,436	94.81%	2,482	3,578
CARY	11,506	9,434	81.99%	2,483	3,138
MILNER	12,153	9,425	77.55%	2,484	2,955
CRENSHAW	18,096	9,419	52.05%	2,485	1,995
SIKES	10,280	9,415	91.59%	2,486	3,475
KEMPER	10,518	9,408	89.45%	2,487	3,401
MUSSER	9,820	9,405	95.77%	2,488	3,615
VARGAS	173,835	9,404	5.41%	2,489	148
SANBORN	10,025	9,400	93.77%	2,490	3,558
BLOUNT	19,878	9,398	47.28%	2,491	1,803
DESANTIS	10,117	9,398	92.89%	2,492	3,530
HAAG	9,957	9,394	94.35%	2,493	3,576
ALBERTSON	9,943	9,391	94.45%	2,494	3,580
SEAY	14,046	9,388	66.84%	2,495	2,573
WITTE	9,816	9,384	95.60%	2,496	3,617
GIPSON	19,470	9,379	48.17%	2,497	1,843
LEMON	15,140	9,375	61.92%	2,498	2,393
BLALOCK	11,493	9,374	81.56%	2,499	3,145
WEINBERG	9,825	9,374	95.41%	2,500	3,612
STINE	9,979	9,370	93.90%	2,501	3,573
THIEL	9,880	9,370	94.84%	2,502	3,601
SCHOTT	9,842	9,369	95.19%	2,503	3,607
MERCHANT	14,692	9,368	63.76%	2,504	2,455
PEEK	11,062	9,366	84.67%	2,505	3,263
PICKENS	16,577	9,364	56.49%	2,506	2,195
FABER	10,039	9,363	93.27%	2,507	3,555
MACHADO	23,170	9,358	40.39%	2,508	1,552
BAUGH	12,543	9,353	74.57%	2,509	2,873
SCHINDLER	9,801	9,343	95.33%	2,510	3,624
TURLEY	10,524	9,336	88.71%	2,511	3,398
EDGE	11,556	9,331	80.75%	2,512	3,119
MONSON	10,425	9,330	89.50%	2,513	3,424
CULBERTSON	10,240	9,326	91.07%	2,514	3,492
WEIS	9,750	9,326	95.65%	2,515	3,645
HOROWITZ	9,671	9,326	96.43%	2,516	3,674
ALBERS	9,766	9,321	95.44%	2,517	3,638
GUENTHER	9,809	9,320	95.01%	2,518	3,621
PERRIN	11,550	9,314	80.64%	2,519	3,121
COLWELL	10,140	9,314	91.85%	2,520	3,518
ASHWORTH	10,116	9,306	91.99%	2,521	3,531
GARVIN	13,536	9,301	68.71%	2,522	2,664
ASHCRAFT	9,957	9,297	93.37%	2,523	3,576
FOY	12,952	9,290	71.73%	2,524	2,786
CATALANO	9,973	9,287	93.12%	2,525	3,574
MATLOCK	12,599	9,284	73.69%	2,526	2,861
BARCLAY	11,568	9,274	80.17%	2,527	3,115
TICE	10,118	9,272	91.64%	2,528	3,529
BAGWELL	10,324	9,260	89.69%	2,529	3,460
KELLEHER	9,714	9,260	95.33%	2,530	3,663
MARK	14,265	9,259	64.91%	2,531	2,537
HECKMAN	9,709	9,256	95.33%	2,532	3,668
HALLER	9,992	9,254	92.61%	2,533	3,568
HOLTON	11,731	9,250	78.85%	2,534	3,058
KEYS	18,899	9,242	48.90%	2,535	1,900
MCCLANAHAN	10,407	9,238	88.77%	2,536	3,429
RICKETTS	12,862	9,234	71.79%	2,537	2,801
BRANT	10,886	9,234	84.82%	2,538	3,301
SHANKS	11,822	9,233	78.10%	2,539	3,031
LINDSTROM	9,754	9,223	94.56%	2,540	3,641
ADDISON	18,169	9,221	50.75%	2,541	1,986
STORM	9,895	9,219	93.17%	2,542	3,596
MANCUSO	9,711	9,208	94.82%	2,543	3,665
BRINKLEY	13,695	9,202	67.19%	2,544	2,632
KOEHN	9,559	9,201	96.25%	2,545	3,711
HUDGINS	11,755	9,197	78.24%	2,546	3,048
BROTHERS	11,619	9,193	79.12%	2,547	3,096
TROUTMAN	11,519	9,192	79.80%	2,548	3,135
MARVIN	10,310	9,188	89.12%	2,549	3,468
CHAMBERLIN	9,897	9,188	92.84%	2,550	3,595
STRAUB	9,624	9,186	95.45%	2,551	3,691
COLBURN	10,005	9,185	91.80%	2,552	3,564
PLUNKETT	10,758	9,181	85.34%	2,553	3,335
BRACKETT	11,027	9,179	83.24%	2,554	3,278
FRANCE	11,937	9,177	76.88%	2,555	3,005
HILLER	10,546	9,177	87.02%	2,556	3,387
WASHINGTON	177,386	9,171	5.17%	2,557	145
PAQUETTE	9,606	9,171	95.47%	2,558	3,699
KARR	10,324	9,168	88.80%	2,559	3,460
LANHAM	10,170	9,166	90.13%	2,560	3,513
HEARD	23,408	9,160	39.13%	2,561	1,534
ACKER	10,519	9,154	87.02%	2,562	3,400
DOLL	9,749	9,144	93.79%	2,563	3,646
JOHANSEN	9,815	9,143	93.15%	2,564	3,619
ALLARD	10,047	9,139	90.96%	2,565	3,553
EVERHART	10,186	9,133	89.66%	2,566	3,507
VAIL	10,554	9,121	86.42%	2,567	3,385
BARFIELD	13,165	9,113	69.22%	2,568	2,737
LEGGETT	12,977	9,103	70.15%	2,569	2,777
KNOLL	9,608	9,103	94.74%	2,570	3,697
MACKAY	9,886	9,092	91.97%	2,571	3,600
FRICK	9,597	9,091	94.73%	2,572	3,702
ROCHA	55,251	9,089	16.45%	2,573	613
JACQUES	14,417	9,088	63.04%	2,574	2,512
LUCE	9,704	9,083	93.60%	2,575	3,672
KUNKEL	9,488	9,083	95.73%	2,576	3,736
LINDLEY	10,260	9,082	88.52%	2,577	3,482
BRANDENBURG	9,624	9,081	94.36%	2,578	3,691
SUTTER	9,760	9,079	93.02%	2,579	3,640
BECKETT	11,763	9,063	77.05%	2,580	3,045
LONDON	16,195	9,059	55.94%	2,581	2,249
NOYES	9,710	9,058	93.29%	2,582	3,666
DANNER	10,786	9,051	83.91%	2,583	3,328
FREED	9,541	9,051	94.86%	2,584	3,717
SHULL	9,565	9,049	94.61%	2,585	3,710
KEEFER	9,552	9,046	94.70%	2,586	3,713
GAGNE	9,507	9,043	95.12%	2,587	3,727
FISK	9,779	9,037	92.41%	2,588	3,634
STANFIELD	11,229	9,036	80.47%	2,589	3,215
OSTRANDER	9,518	9,026	94.83%	2,590	3,722
DIAS	16,044	9,025	56.25%	2,591	2,266
GRISSOM	11,563	9,023	78.03%	2,592	3,116
GILLEY	9,906	9,023	91.09%	2,593	3,593
JETT	12,008	9,022	75.13%	2,594	2,985
MENDENHALL	10,213	9,022	88.34%	2,595	3,499
DEHART	10,058	9,020	89.68%	2,596	3,548
JACK	15,256	9,015	59.09%	2,597	2,382
TRAMMELL	12,582	9,014	71.64%	2,598	2,867
CURTIN	9,513	9,011	94.72%	2,599	3,725
COSGROVE	9,441	9,002	95.35%	2,600	3,749
BUNN	11,180	9,000	80.50%	2,601	3,230
HOMAN	9,597	9,000	93.78%	2,602	3,702
RANSOM	16,871	8,997	53.33%	2,603	2,150
GRANTHAM	10,379	8,993	86.65%	2,604	3,440
FEENEY	9,473	8,993	94.93%	2,605	3,740
SCHOLL	9,351	8,988	96.12%	2,606	3,787
TUBBS	12,828	8,983	70.03%	2,607	2,810
STOWE	10,668	8,977	84.15%	2,608	3,355
DEUTSCH	9,361	8,970	95.82%	2,609	3,782
BONE	10,692	8,962	83.82%	2,610	3,350
WHEAT	10,979	8,958	81.59%	2,611	3,290
MCHENRY	11,660	8,956	76.81%	2,612	3,082
LAVOIE	9,408	8,954	95.17%	2,613	3,765
LANEY	10,796	8,952	82.92%	2,614	3,323
FULMER	9,570	8,951	93.53%	2,615	3,708
LEGG	9,671	8,950	92.54%	2,616	3,674
FIORE	9,606	8,948	93.15%	2,617	3,699
TOMLIN	11,797	8,943	75.81%	2,618	3,036
MASSIE	10,920	8,943	81.90%	2,619	3,296
THATCHER	9,752	8,940	91.67%	2,620	3,644
MCNEAL	20,778	8,928	42.97%	2,621	1,723
STUTZMAN	9,185	8,928	97.20%	2,622	3,862
HODGSON	10,173	8,925	87.73%	2,623	3,511
HAUGEN	9,461	8,919	94.27%	2,624	3,745
POIRIER	9,453	8,913	94.29%	2,625	3,747
GINGERICH	9,117	8,912	97.75%	2,626	3,894
SHACKELFORD	11,525	8,910	77.31%	2,627	3,130
ALDERMAN	10,119	8,910	88.05%	2,628	3,528
CASWELL	9,827	8,908	90.65%	2,629	3,611
BURGE	10,364	8,907	85.94%	2,630	3,447
TIMM	9,433	8,905	94.40%	2,631	3,753
HORST	9,245	8,903	96.30%	2,632	3,831
HEDGES	9,625	8,901	92.48%	2,633	3,690
LUTTRELL	9,632	8,889	92.29%	2,634	3,687
RAFFERTY	9,311	8,886	95.44%	2,635	3,802
DURAN	89,401	8,878	9.93%	2,636	349
WIESE	9,287	8,876	95.57%	2,637	3,817
KOHN	9,701	8,873	91.46%	2,638	3,673
HOLTZ	9,502	8,873	93.38%	2,639	3,730
FAHEY	9,299	8,870	95.39%	2,640	3,811
BINDER	9,720	8,855	91.10%	2,641	3,660
HASKELL	9,816	8,854	90.20%	2,642	3,617
FREITAS	11,041	8,852	80.17%	2,643	3,270
HENNESSY	9,338	8,846	94.73%	2,644	3,790
HARDER	9,665	8,845	91.52%	2,645	3,676
HILLS	13,829	8,844	63.95%	2,646	2,608
SWISHER	9,431	8,844	93.78%	2,647	3,754
KOHL	9,303	8,840	95.02%	2,648	3,806
KEENEY	9,294	8,839	95.10%	2,649	3,813
MCAFEE	12,371	8,833	71.40%	2,650	2,898
REINHART	9,237	8,829	95.58%	2,651	3,833
WOODWORTH	9,361	8,828	94.31%	2,652	3,782
ISBELL	9,905	8,827	89.12%	2,653	3,594
WADSWORTH	9,912	8,822	89.00%	2,654	3,588
HIGDON	9,753	8,813	90.36%	2,655	3,642
KITCHENS	10,647	8,811	82.76%	2,656	3,359
DEMERS	9,225	8,810	95.50%	2,657	3,839
LITTLEFIELD	9,707	8,809	90.75%	2,658	3,670
PEMBERTON	11,272	8,808	78.14%	2,659	3,207
GABLE	9,779	8,808	90.07%	2,660	3,634
STURM	9,242	8,808	95.30%	2,661	3,832
MCNABB	9,935	8,801	88.59%	2,662	3,583
JACOBY	9,372	8,799	93.89%	2,663	3,776
RUGGIERO	9,263	8,796	94.96%	2,664	3,825
KLINGER	9,179	8,795	95.82%	2,665	3,864
STAGGS	9,514	8,793	92.42%	2,666	3,724
BOHN	9,272	8,790	94.80%	2,667	3,822
LEMONS	12,322	8,788	71.32%	2,668	2,910
MEARS	9,988	8,787	87.98%	2,669	3,569
BUSS	9,177	8,778	95.65%	2,670	3,865
STULL	9,324	8,776	94.12%	2,671	3,792
MABRY	12,846	8,775	68.31%	2,672	2,804
LANDRUM	12,026	8,757	72.82%	2,673	2,981
NEILL	9,404	8,757	93.12%	2,674	3,768
POSTON	10,396	8,756	84.22%	2,675	3,434
BITTNER	9,163	8,756	95.56%	2,676	3,870
HOFMANN	9,192	8,752	95.21%	2,677	3,857
SALERNO	9,440	8,748	92.67%	2,678	3,751
EASTER	13,036	8,737	67.02%	2,679	2,769
QUALLS	11,958	8,737	73.06%	2,680	2,999
FITZSIMMONS	9,260	8,732	94.30%	2,681	3,826
CABLE	9,545	8,731	91.47%	2,682	3,716
GALL	9,658	8,730	90.39%	2,683	3,681
HOPPE	9,215	8,728	94.72%	2,684	3,841
MOFFITT	10,070	8,727	86.66%	2,685	3,543
JIMENEZ	227,118	8,721	3.84%	2,686	100
MAAS	9,285	8,721	93.93%	2,687	3,818
PACKARD	9,494	8,709	91.73%	2,688	3,733
ERB	9,060	8,705	96.08%	2,689	3,923
SMYTH	9,470	8,702	91.89%	2,690	3,741
ZINK	9,134	8,697	95.22%	2,691	3,882
DUNNING	10,784	8,696	80.64%	2,692	3,330
SOARES	11,694	8,689	74.30%	2,693	3,069
VOLK	9,126	8,689	95.21%	2,694	3,888
VIEIRA	10,420	8,688	83.38%	2,695	3,425
PROFFITT	9,202	8,687	94.40%	2,696	3,847
CHAFFIN	9,782	8,678	88.71%	2,697	3,629
MULLIS	9,003	8,678	96.39%	2,698	3,954
LIMA	19,109	8,675	45.40%	2,699	1,882
YANCEY	13,566	8,674	63.94%	2,700	2,656
ROBERT	12,181	8,673	71.20%	2,701	2,944
STPIERRE	9,638	8,672	89.98%	2,702	3,685
BURDEN	13,028	8,670	66.55%	2,703	2,770
DEES	10,887	8,670	79.64%	2,704	3,299
ROSENBAUM	9,333	8,666	92.85%	2,705	3,791
SCHILLER	9,132	8,665	94.89%	2,706	3,884
TURK	10,354	8,660	83.64%	2,707	3,450
